district,block,village_name,village_code
Baleswar,Khaira,ମିରିପୁରଖଇରା,0109151
Baleswar,Khaira,ମିର୍ଜାପୁର,0109185
Baleswar,Khaira,ମୁକ୍ତାବେଗୁନିଆ,0109075
Baleswar,Khaira,ମୁଗେଇ,0109220
Baleswar,Khaira,ମୁଣ୍ଡାହତା,0109124
Baleswar,Khaira,ମୁନିନ୍ଦା,0109301
Baleswar,Khaira,ମୁଳାପଦା(ସାହାପୁର),0109265
Baleswar,Khaira,ମୁସ୍ତଫାବାଦ,0109040
Baleswar,Khaira,ମୁହଁଚୁଆଁ,0109266
Baleswar,Khaira,ମେଦିନିପୁର,0109152
Baleswar,Khaira,ଯଇପୁର,0109302
Baleswar,Khaira,ଯୋରାଗଡ଼ିଆ,0109229
Baleswar,Khaira,ଯୋସିଆ,0109076
Baleswar,Khaira,ରଇଁନ୍ତିରା,0109267
Baleswar,Khaira,ରଘୁନାଥ ପୁର,0109019
Baleswar,Khaira,ରଘୁନାଥପୁର,0109153
Baleswar,Khaira,ରଘୁନାଥପୁର,0109268
Baleswar,Khaira,ରଘୁନାଥପୁର,0109244
Baleswar,Khaira,ରଟିଣା-1,0109221
Baleswar,Khaira,ରଟିଣା-2,0109222
Baleswar,Khaira,ରପେୟା,0109186
Baleswar,Khaira,ରଫାଏତପୁର,0109359
Baleswar,Khaira,ରସୁଣା,0109187
Baleswar,Khaira,ରାଇକୁଳା,0109154
Baleswar,Khaira,ରାଇଗଡ଼ିଆ,0109352
Baleswar,Khaira,ରାଏପୁର,0109360
Baleswar,Khaira,ରାଘବପୁର,0109353
Baleswar,Khaira,ରାଣ୍ଡଖଜୁରୀ,0109303
Baleswar,Khaira,ରାମକୃଷ୍ଣପୁର,0109245
Baleswar,Khaira,ରାମଚନ୍ଦ୍ରପୁର,0109304
Baleswar,Khaira,ରାମପୁର,0109223
Baleswar,Khaira,ରୁଢୁଙ୍ଗିଆ,0109160
Baleswar,Khaira,ରୋସ୍ତମପୁର,0109269
Baleswar,Khaira,ଶାଳଗଡ଼ିଆ,0109125
Baleswar,Khaira,ଶାଳପଡ଼ା,0109305
Baleswar,Khaira,ଶିରିପୁର,0109320
Baleswar,Khaira,ଶୁଣ୍ଡିଆଡିହୀ,0109188
Baleswar,Khaira,ଶ୍ରୀରାମପୁର,0109307
Baleswar,Khaira,ଶ୍ୟାମସୁନ୍ଦରପୁର,0109306
Baleswar,Khaira,ସଇଁ,0109224
Baleswar,Khaira,ସମସରପୁର,0109308
Baleswar,Khaira,ସମ୍ପେଇ,0109361
Baleswar,Khaira,ସରଖିଆ,0109086
Baleswar,Khaira,ସରତ,0109126
Baleswar,Khaira,ସରସତିଆ,0109309
Baleswar,Khaira,ସହିଦନଗର,0109310
Baleswar,Khaira,ସାଉଣ୍ଡିଆ,0109155
Baleswar,Khaira,ସାଦିକପୁର,0109354
Baleswar,Khaira,ସାନକୁମାରୀ,0109225
Baleswar,Khaira,ସାନଜୟିପୁର,0109020
Baleswar,Khaira,ସାନନୁଆଗାଁ,0109127
Baleswar,Khaira,ସାନନ୍ଦା,0109226
Baleswar,Khaira,ସାନବାହାଦଲପୁର,0109355
Baleswar,Khaira,ସାପଗଡ଼ିଆ,0109128
Baleswar,Khaira,ସାରଡାଙ୍ଗ,0109156
Baleswar,Khaira,ସାରିସୁଆକପିଳଝରି ବନ୍ଧନଟା,0109129
Baleswar,Khaira,ସାରୁକୋଣା,0109078
Baleswar,Khaira,ସାରୁଙ୍ଗା,0109077
Baleswar,Khaira,ସାଲୋମାଧପୁର,0109033
Baleswar,Khaira,ସାହାପୁର,0109189
Baleswar,Khaira,ସାହାପୁର,0109311
Baleswar,Khaira,ସାହାଡ଼ାଖୁଣ୍ଟା,0109270
Baleswar,Khaira,ସିଙ୍ଗିପୁର,0109041
Baleswar,Khaira,ସିଙ୍ଗିଡ଼ି,0109271
Baleswar,Khaira,ସୀତାପୁର,0109161
Baleswar,Khaira,ସୁଙ୍ଗଡ଼ା,0109323
Baleswar,Khaira,ସୁଜାଗଡ଼,0109079
Baleswar,Khaira,ସୁଣ୍ଡିରାଗଣ୍ଡିବେଡ଼,0109080
Baleswar,Khaira,ସୁନ୍ଦରପୁର,0109087
Baleswar,Khaira,ସୁବଳୟାପାଟଣା,0109246
Baleswar,Khaira,ସୂର୍ଯ୍ୟପୁର,0109272
Baleswar,Khaira,ସେରପୁର,0109227
Baleswar,Khaira,ହନୁମନ୍ତପୁର,0109034
Baleswar,Khaira,ହରିପୁର,0109230
Baleswar,Khaira,ହରେକୃଷ୍ଣପୁର,0109356
Baleswar,Khaira,ହାତୀମୁଣ୍ଡା,0109130
Kalahandi,Kesinga,ଅଧମୁଣ୍ଡା,0606009
Kalahandi,Kesinga,ଅମଠା,0606018
Kalahandi,Kesinga,ଅମାଠ,0606070
Kalahandi,Kesinga,ଉତ୍କେଲା,0606016
Kalahandi,Kesinga,କଛାର ମୁଣ୍ଡା,0606053
Kalahandi,Kesinga,କଣାବିରା,0606015
Kalahandi,Kesinga,କଣ୍ଟାମାଳ,0606048
Kalahandi,Kesinga,କନ୍ତେସିର,0606064
Kalahandi,Kesinga,କର୍ଲାଖୁଣ୍ଟା,0606034
Kalahandi,Kesinga,କର୍ଲା ଭାଡ଼ି,0606033
Kalahandi,Kesinga,କଶୃପଡା,0606072
Kalahandi,Kesinga,କାଣ୍ଡେଲ,0606091
Kalahandi,Kesinga,କିକିଆ,0606019
Kalahandi,Kesinga,କିନେରକେଲା,0606058
Kalahandi,Kesinga,କିରୋକୁଡା,0606013
Kalahandi,Kesinga,କୁଣ୍ଡାବନ୍ଧ,0606023
Kalahandi,Kesinga,କୁମରପୁର,0606075
Kalahandi,Kesinga,କୁର୍ଲୁପଡ଼ା,0606101
Kalahandi,Kesinga,କୁଲିହାରିଗୁମ୍ପା,0606060
Kalahandi,Kesinga,କେସିଙ୍ଗା,0606110
Kalahandi,Kesinga,କେସିଙ୍ଗା ନଜୁଲ,0606104
Kalahandi,Kesinga,କୋକଡମାଳ,0606029
Kalahandi,Kesinga,କୋକୋମୁଣ୍ଡା,0606032
Kalahandi,Kesinga,କୋକଡ଼ମାଳ,0606103
Kalahandi,Kesinga,ଖଜୁରପଡା,0606084
Kalahandi,Kesinga,ଖମାରି,0606045
Kalahandi,Kesinga,ଖାସବାହାଲି,0606083
Kalahandi,Kesinga,ଗାଇଗାଁ,0606004
Kalahandi,Kesinga,ଗାଇଦର,0606039
Kalahandi,Kesinga,ଗୁର୍ଜିମୁଣ୍ଡା,0606046
Kalahandi,Kesinga,ଗୁଡ଼ତୋଲା,0606044
Kalahandi,Kesinga,ଗୋକୁଳସର,0606021
Kalahandi,Kesinga,ଘଣ୍ଟସୋଲା,0606066
Kalahandi,Kesinga,ଘାଟପଡା,0606056
Kalahandi,Kesinga,ଚାଞ୍ଚେର,0606022
Kalahandi,Kesinga,ଚିଚିର୍ଲା,0606024
Kalahandi,Kesinga,ଛେନାଗାଁ,0606052
Kalahandi,Kesinga,ଜାମୁଜୋର,0606025
Kalahandi,Kesinga,ଜୋଲକୋ,0606037
Kalahandi,Kesinga,ଝାରକୁସୁମଖୁଣ୍ଟି,0606003
Kalahandi,Kesinga,ଠେମରା,0606010
Kalahandi,Kesinga,ଠେମରା,0606026
Kalahandi,Kesinga,ଡଙ୍ଗର ମୁରଲି,0606050
Kalahandi,Kesinga,ଡୁମେରମୁଣ୍ଡା,0606092
Kalahandi,Kesinga,ଡୁମ୍ବେର ମୁଣ୍ଡା,0606036
Kalahandi,Kesinga,ତଅଁସିର,0606068
Kalahandi,Kesinga,ତାଳଭଏଁରା,0606062
Kalahandi,Kesinga,ତୁଣ୍ଡଲା,0606057
Kalahandi,Kesinga,ତୁର୍ଲା,0606100
Kalahandi,Kesinga,ତୁର୍ଲାଖମଣ,0606055
Kalahandi,Kesinga,ଦିଗସିରା,0606054
Kalahandi,Kesinga,ଦେଗାଁ,0606031
Kalahandi,Kesinga,ଦେଣ୍ଡୋଗୁଡ଼ା,0606030
Kalahandi,Kesinga,ନାଗୁପଲା,0606042
Kalahandi,Kesinga,ନାସିଗାଁ,0606001
Kalahandi,Kesinga,ନୁନ୍ମାଠ୍,0606076
Kalahandi,Kesinga,ପଥର୍ଲା,0606017
Kalahandi,Kesinga,ପରଲସିଙ୍ଗା,0606086
Kalahandi,Kesinga,ପାଷ୍ଟିକୁଡ଼ି,0606002
Kalahandi,Kesinga,ପିପଲଭାଡ଼ି,0606011
Kalahandi,Kesinga,ପିପଳପଦର,0606063
Kalahandi,Kesinga,ପୁଜିଗୁଡ଼ା,0606012
Kalahandi,Kesinga,ପୋଢଖମ,0606088
Kalahandi,Kesinga,ଫଟକାମାଳ,0606005
Kalahandi,Kesinga,ବଗାଡ଼,0606109
Kalahandi,Kesinga,ବନ୍ଧପଡ଼ା,0606061
Kalahandi,Kesinga,ବାଗମୁଣ୍ଡା ଡଙ୍ଗର,0606112
Kalahandi,Kesinga,ବାଦିପଡା,0606077
Kalahandi,Kesinga,ବାବେଯୋର,0606079
Kalahandi,Kesinga,ବାରମୁନି ଡଙ୍ଗର,0606105
Kalahandi,Kesinga,ବାଲସି,0606090
Kalahandi,Kesinga,ବାହାଦୂରପଦର,0606113
Kalahandi,Kesinga,ବାହାଦୂରପିଟା,0606098
Kalahandi,Kesinga,ବିଜଖମଣ,0606067
Kalahandi,Kesinga,ବିନେକେଲା,0606080
Kalahandi,Kesinga,ବିରକୁଲ ଡଙ୍ଗର,0606107
Kalahandi,Kesinga,ବିଶୋଡି,0606049
Kalahandi,Kesinga,ବେଲଖଣ୍ଡି,0606071
Kalahandi,Kesinga,ବେଲାମାଲ,0606093
Kalahandi,Kesinga,ବେଲାମାଳ,0606008
Kalahandi,Kesinga,ବୋରିଆ,0606038
Kalahandi,Kesinga,ବୋରିଙ୍ଗ ପଦର,0606007
Kalahandi,Kesinga,ବୋରିଙ୍ଗପଦର,0606087
Kalahandi,Kesinga,ବ୍ରହ୍ମଣୀ,0606027
Kalahandi,Kesinga,ଭଅଁରମାଳ,0606096
Kalahandi,Kesinga,ଭେଜାପଦର,0606040
Kalahandi,Kesinga,ମଖାପଲା,0606043
Kalahandi,Kesinga,ମଶାଣିବନ୍ଧ,0606099
Kalahandi,Kesinga,ମଶାଣୀମୁଣ୍ଡା,0606102
Kalahandi,Kesinga,ମସାଣି ମୁଣ୍ଡା ଡଙ୍ଗର,0606106
Kalahandi,Kesinga,ମହଗାଁ,0606035
Kalahandi,Kesinga,ମାଟିଆ,0606028
Kalahandi,Kesinga,ମାଳପଡା,0606047
Kalahandi,Kesinga,ଯୁଯରାଙ୍ଗ,0606041
Kalahandi,Kesinga,ଯୁର୍କାଭାଡ଼ି,0606095
Kalahandi,Kesinga,ରଜାପଡା,0606073
Kalahandi,Kesinga,ରେଙ୍ଗାଲି,0606074
Kalahandi,Kesinga,ରେଙ୍ଗାଲି,0606085
Kalahandi,Kesinga,ଲଏତରା,0606020
Kalahandi,Kesinga,ଲଟକା ବାହାଲି,0606006
Kalahandi,Kesinga,ଲିମଗାଁ,0606082
Kalahandi,Kesinga,ସଅଁରାପଦର,0606089
Kalahandi,Kesinga,ସାଗରାମ ଡଙ୍ଗର,0606108
Kalahandi,Kesinga,ସିଙ୍ଗଝରଣ,0606081
Kalahandi,Kesinga,ସିନ୍ଧ ବାହାଲି,0606051
Kalahandi,Kesinga,ସିରୋଲ,0606094
Kalahandi,Kesinga,ସିର୍ଜାପାଲି,0606069
Kalahandi,Kesinga,ସିଲେଟପଡା,0606059
Kalahandi,Kesinga,ସୁକୁନାଭଟା,0606078
Kalahandi,Kesinga,ସୁବେନଡଙ୍ଗର,0606111
Kalahandi,Kesinga,ସୁରୁଯୋର,0606097
Kalahandi,Kesinga,ହାତୀଖୋଜ,0606065
Kalahandi,Kesinga,ଡ଼ୁଙ୍ଗୁରୀଗୁଡ଼ା ଓରଫ କୁଟିଙ୍ଗପଦର,0606014
Keonjhar,Keonjhar Sadar,ଅତିବୁଦ୍ଧି ପଡା,0704033
Keonjhar,Keonjhar Sadar,ଅମୃତପଡା,0704067
Keonjhar,Keonjhar Sadar,ଅଲଣା ପଦା,0704048
Keonjhar,Keonjhar Sadar,ଅଲେଖା ପଡା,0704098
Keonjhar,Keonjhar Sadar,ଆଟ ଉପର ବଡ଼ପୋଖରି ତଳ ୟୁ.ନ. 5,0704008
Keonjhar,Keonjhar Sadar,ଆମୁଣୀପୁର,0704064
Keonjhar,Keonjhar Sadar,ଆହାରପସି,0704083
Keonjhar,Keonjhar Sadar,ଇଚ୍ଛାପୁର,0704041
Keonjhar,Keonjhar Sadar,ଉପରକମ୍ପଡ଼ିହି,0704221
Keonjhar,Keonjhar Sadar,ଉପରଡ଼ିହା,0704143
Keonjhar,Keonjhar Sadar,କଇଁସି,0704104
Keonjhar,Keonjhar Sadar,କଜଳେଇପଶି,0704337
Keonjhar,Keonjhar Sadar,କଣାପସି,0704117
Keonjhar,Keonjhar Sadar,କଣ୍ଡରାପଶି,0704043
Keonjhar,Keonjhar Sadar,କଣ୍ଡରାପସି,0704078
Keonjhar,Keonjhar Sadar,କନ୍ଦରକଳା,0704095
Keonjhar,Keonjhar Sadar,କବିତ୍ରା,0704187
Keonjhar,Keonjhar Sadar,କମଳା ବାହାଳ,0704351
Keonjhar,Keonjhar Sadar,କରଞ୍ଜିଆ ପଡା,0704097
Keonjhar,Keonjhar Sadar,କଲଣ୍ଡା,0704065
Keonjhar,Keonjhar Sadar,କସିରା,0704068
Keonjhar,Keonjhar Sadar,କାଉଁରି କଳା,0704113
Keonjhar,Keonjhar Sadar,କାଠ କରଞ୍ଜିଆ,0704157
Keonjhar,Keonjhar Sadar,କାଠ ବାଉଁଶୁଳି,0704102
Keonjhar,Keonjhar Sadar,କାଠବାରୀ,0704347
Keonjhar,Keonjhar Sadar,କାଣିପସି,0704341
Keonjhar,Keonjhar Sadar,କାଣିପସି,0704105
Keonjhar,Keonjhar Sadar,କାଦଗଡ଼,0704121
Keonjhar,Keonjhar Sadar,କାଳସି,0704079
Keonjhar,Keonjhar Sadar,କାଳିଆ ବେଡ଼ା,0704355
Keonjhar,Keonjhar Sadar,କାଶିପୁର ବଳରାମ ପୁର ୟୁ.ନ.18,0704026
Keonjhar,Keonjhar Sadar,କିମିରଡ଼ୋଲି ଧାଙ୍ଗଡ଼ପଡ଼ା ୟୁ.ନ. 1,0704007
Keonjhar,Keonjhar Sadar,କୁଞ୍ଜରବାହାଳ,0704057
Keonjhar,Keonjhar Sadar,କୁଲା ଡ଼େରା,0704024
Keonjhar,Keonjhar Sadar,କୁଶୁପଦା,0704154
Keonjhar,Keonjhar Sadar,କୁସୁମିତା,0704162
Keonjhar,Keonjhar Sadar,କୁସୁମିଳା,0704141
Keonjhar,Keonjhar Sadar,କେନ୍ଦୁଆ,0704190
Keonjhar,Keonjhar Sadar,କେନ୍ଦୁଝର ନିଜଗଡ଼ ୟୁ.ନ. 2,0704006
Keonjhar,Keonjhar Sadar,କେନ୍ଦୁପସି,0704122
Keonjhar,Keonjhar Sadar,କେମ୍ପସଡ଼ା,0704156
Keonjhar,Keonjhar Sadar,କେରି,0704330
Keonjhar,Keonjhar Sadar,କେଶପଙ୍କ,0704137
Keonjhar,Keonjhar Sadar,ଖଜୁରିପାଣି,0704344
Keonjhar,Keonjhar Sadar,ଖପରା ଖାଇ,0704091
Keonjhar,Keonjhar Sadar,ଖାଡ଼ିଆଡ଼ିହା,0704353
Keonjhar,Keonjhar Sadar,ଖାଡ଼େଙ୍ଗା ପଡ଼ା,0704132
Keonjhar,Keonjhar Sadar,ଖୁଣ୍ଟା ପଡ଼ା(ଗ),0704131
Keonjhar,Keonjhar Sadar,ଖୁଣ୍ଟାପଡ଼ା,0704171
Keonjhar,Keonjhar Sadar,ଖୋଳପା,0704320
Keonjhar,Keonjhar Sadar,ଗହ୍ମାରିଆ ୟୁ.ନ. 12,0704015
Keonjhar,Keonjhar Sadar,ଗୁମୁରା,0704016
Keonjhar,Keonjhar Sadar,ଗୁହାଳଚଟୁଆ,0704321
Keonjhar,Keonjhar Sadar,ଗୋପାଳପୁର,0704359
Keonjhar,Keonjhar Sadar,ଗୋପିନାଥପୁର,0704174
Keonjhar,Keonjhar Sadar,ଗୋପୀନାଥପୁରନୂଆଗାଁ,0704183
Keonjhar,Keonjhar Sadar,ଗୋବର୍ଦ୍ଧନ,0704140
Keonjhar,Keonjhar Sadar,ଗୋବିନ୍ଦ ପୁର,0704051
Keonjhar,Keonjhar Sadar,ଗୋବିନ୍ଦପୁର,0704354
Keonjhar,Keonjhar Sadar,ଗୌଡ଼ୁଣୀବେଡ଼ା,0704182
Keonjhar,Keonjhar Sadar,ଘୁଟୁ କେଶରୀ,0704039
Keonjhar,Keonjhar Sadar,ଘୁଟୁରୁ,0704055
Keonjhar,Keonjhar Sadar,ଚକ,0704316
Keonjhar,Keonjhar Sadar,ଚକ,0704356
Keonjhar,Keonjhar Sadar,ଚକ୍ରପାଢି ବନ୍ଧତଳ ୟୁ.ନ. 3,0704005
Keonjhar,Keonjhar Sadar,ଚାନ୍ଦପଶି,0704199
Keonjhar,Keonjhar Sadar,ଛେମଣ୍ଡିବିଲ,0704339
Keonjhar,Keonjhar Sadar,ଜଗନ୍ନାଥ ପୁର ୟୁ.ନ. 17,0704025
Keonjhar,Keonjhar Sadar,ଜଗନ୍ନାଥପୁର,0704066
Keonjhar,Keonjhar Sadar,ଜଗନ୍ନାଥପୁର,0704345
Keonjhar,Keonjhar Sadar,ଜଗନ୍ନାଥପୁର,0704332
Keonjhar,Keonjhar Sadar,ଜଜପଶି,0704342
Keonjhar,Keonjhar Sadar,ଜଡି ଚାତର,0704112
Keonjhar,Keonjhar Sadar,ଜଡିପଦା,0704116
Keonjhar,Keonjhar Sadar,ଜମୁନାପସି,0704197
Keonjhar,Keonjhar Sadar,ଜଳଙ୍ଗ ଡିହା,0704046
Keonjhar,Keonjhar Sadar,ଜଳବଙ୍ଗ,0704170
Keonjhar,Keonjhar Sadar,ଜାମୁଡିହା,0704089
Keonjhar,Keonjhar Sadar,ଜାମୁନାଳିଆ,0704184
Keonjhar,Keonjhar Sadar,ଜାମୁନାଳିଆ,0704314
Keonjhar,Keonjhar Sadar,ଜାମୁପସି,0704092
Keonjhar,Keonjhar Sadar,ଜାମୁହତା,0704021
Keonjhar,Keonjhar Sadar,ଜେନା ଗଡିଆ,0704047
Keonjhar,Keonjhar Sadar,ଝାଡପସି,0704080
Keonjhar,Keonjhar Sadar,ଝାଡବେଲଦା,0704194
Keonjhar,Keonjhar Sadar,ଟାଙ୍ଗର ପଳସା,0704049
Keonjhar,Keonjhar Sadar,ଟାଙ୍ଗରନାଳି,0704159
Keonjhar,Keonjhar Sadar,ଟାଙ୍ଗରାଣି,0704093
Keonjhar,Keonjhar Sadar,ଟାଙ୍ଗରାଣୀ,0704192
Keonjhar,Keonjhar Sadar,ଟିକର ଗୁମୁରା,0704017
Keonjhar,Keonjhar Sadar,ଟିକରପଡ଼ା,0704167
Keonjhar,Keonjhar Sadar,ଟୋଲଙ୍କ ବାହାଳ,0704040
Keonjhar,Keonjhar Sadar,ଢେଙ୍କିକୋଟ,0704323
Keonjhar,Keonjhar Sadar,ତଳକମ୍ପଡ଼ିହ,0704220
Keonjhar,Keonjhar Sadar,ତାରତଖମଣ,0704072
Keonjhar,Keonjhar Sadar,ତାଳପଦା,0704334
Keonjhar,Keonjhar Sadar,ତିହାଡି ପସି,0704110
Keonjhar,Keonjhar Sadar,ତୁଳସି ଚଉରା,0704036
Keonjhar,Keonjhar Sadar,ତୁଳସିପୁର,0704058
Keonjhar,Keonjhar Sadar,ତୁଳସିପୁର,0704188
Keonjhar,Keonjhar Sadar,ତେନ୍ତୁଳିନଣ୍ଡା,0704319
Keonjhar,Keonjhar Sadar,ତେରଣ୍ଟ,0704144
Keonjhar,Keonjhar Sadar,ଦନାର୍ଦ୍ଦନପୁର,0704178
Keonjhar,Keonjhar Sadar,ଦାନୁଆ,0704148
Keonjhar,Keonjhar Sadar,ଦାବାଙ୍କ,0704070
Keonjhar,Keonjhar Sadar,ଦେଉଳଡ଼ିହା,0704076
Keonjhar,Keonjhar Sadar,ଦେଓବନ୍ଧ,0704333
Keonjhar,Keonjhar Sadar,ଧଗୋଠ,0704336
Keonjhar,Keonjhar Sadar,ଧନୁର୍ଜୟ ପୁର ୟୁ.ନ. 4,0704004
Keonjhar,Keonjhar Sadar,ଧନୁର୍ଜୟପୁର,0704060
Keonjhar,Keonjhar Sadar,ଧନୁର୍ଜୟପୁର,0704346
Keonjhar,Keonjhar Sadar,ଧାତିକା,0704168
Keonjhar,Keonjhar Sadar,ଧାତିକା,0704088
Keonjhar,Keonjhar Sadar,ଧୁଡୁରୁପାଳ,0704325
Keonjhar,Keonjhar Sadar,ଧ୍ରୁପଦା,0704185
Keonjhar,Keonjhar Sadar,ନଇଗାଁ,0704315
Keonjhar,Keonjhar Sadar,ନଇଗାଁ,0704061
Keonjhar,Keonjhar Sadar,ନରଣ ପୁର,0704038
Keonjhar,Keonjhar Sadar,ନରସିଂହ ପୁର,0704123
Keonjhar,Keonjhar Sadar,ନାଉପଦା,0704219
Keonjhar,Keonjhar Sadar,ନିମଦାପଶି,0704136
Keonjhar,Keonjhar Sadar,ନିଶ୍ଚିନ୍ତପୁର,0704358
Keonjhar,Keonjhar Sadar,ନୁଣଝରଣ,0704335
Keonjhar,Keonjhar Sadar,ନୂଆଗାଁ,0704126
Keonjhar,Keonjhar Sadar,ନୂଆଗାଁ,0704081
Keonjhar,Keonjhar Sadar,ନୂଆଡିହ,0704084
Keonjhar,Keonjhar Sadar,ନେଲୁଙ୍ଗୁ,0704201
Keonjhar,Keonjhar Sadar,ପଦ୍ମପୁର,0704139
Keonjhar,Keonjhar Sadar,ପବିତ୍ରଡ଼ିହା କମାରଗାଡିଆ ୟୁ.ନଂ.14,0704020
Keonjhar,Keonjhar Sadar,ପର୍ଯନପୁର,0704062
Keonjhar,Keonjhar Sadar,ପଳାସ ପୋଖରୀ,0704114
Keonjhar,Keonjhar Sadar,ପଳାସପଙ୍ଗା,0704090
Keonjhar,Keonjhar Sadar,ପାଟଣା,0704069
Keonjhar,Keonjhar Sadar,ପାଟୁଙ୍ଗ,0704075
Keonjhar,Keonjhar Sadar,ପୁଟୁଳିଆ,0704138
Keonjhar,Keonjhar Sadar,ପୋଇପାଣି,0704120
Keonjhar,Keonjhar Sadar,ପୋଇପାଣି,0704172
Keonjhar,Keonjhar Sadar,ପୋଟଳ,0704153
Keonjhar,Keonjhar Sadar,ପୋଡ଼ାଡ଼ିହା,0704326
Keonjhar,Keonjhar Sadar,ଫକିରପୁର,0704101
Keonjhar,Keonjhar Sadar,ବଉଳମାଳ,0704111
Keonjhar,Keonjhar Sadar,ବଡ ଆମୁଣି,0704106
Keonjhar,Keonjhar Sadar,ବଡବିଲ(କ),0704044
Keonjhar,Keonjhar Sadar,ବଣିଆ ପାଟ ଖୁଣ୍ଟାପଡ଼ା ୟୁ.ନ. 10,0704013
Keonjhar,Keonjhar Sadar,ବଣୁଆଁ,0704133
Keonjhar,Keonjhar Sadar,ବନମାଳିପୁର,0704150
Keonjhar,Keonjhar Sadar,ବନାଯୋଡ଼ି,0704161
Keonjhar,Keonjhar Sadar,ବନେଇକଳା,0704096
Keonjhar,Keonjhar Sadar,ବରଦାପାଳ,0704163
Keonjhar,Keonjhar Sadar,ବଳଭଦ୍ର ପୁର,0704030
Keonjhar,Keonjhar Sadar,ବଳିଆବେଡ଼ା,0704331
Keonjhar,Keonjhar Sadar,ବସନ୍ତ ପୁର,0704053
Keonjhar,Keonjhar Sadar,ବାଁ ପାର,0704052
Keonjhar,Keonjhar Sadar,ବାଇଗଣପସି,0704318
Keonjhar,Keonjhar Sadar,ବାଉରିପଦା,0704149
Keonjhar,Keonjhar Sadar,ବାଙ୍କମାରୁଣୀ,0704087
Keonjhar,Keonjhar Sadar,ବାଜେଣି ଟାଙ୍ଗର,0704115
Keonjhar,Keonjhar Sadar,ବାଦୁଡ଼ିଘରା,0704312
Keonjhar,Keonjhar Sadar,ବାରଖଣ୍ଡା,0704340
Keonjhar,Keonjhar Sadar,ବାରିଗାଁ,0704349
Keonjhar,Keonjhar Sadar,ବାଲିଆଗୋଡ଼ା,0704186
Keonjhar,Keonjhar Sadar,ବାଲିସୁଆଁ,0704135
Keonjhar,Keonjhar Sadar,ବାସୁଦେବପୁର,0704327
Keonjhar,Keonjhar Sadar,ବିରକିଶୋରପୁର,0704129
Keonjhar,Keonjhar Sadar,ବିଶ୍ଵନାଥପୁର,0704151
Keonjhar,Keonjhar Sadar,ବିସ୍ତାପାଳ,0704073
Keonjhar,Keonjhar Sadar,ବୀରବରପୁର ପାଟଣା,0704134
Keonjhar,Keonjhar Sadar,ବେବର୍ତ୍ତାପଶି,0704198
Keonjhar,Keonjhar Sadar,ବେଲଦା,0704029
Keonjhar,Keonjhar Sadar,ବେଲପସି,0704193
Keonjhar,Keonjhar Sadar,ବୋଇତ ବେଡା,0704035
Keonjhar,Keonjhar Sadar,ବୋଦାପଳସା,0704189
Keonjhar,Keonjhar Sadar,ବ୍ରାହ୍ମଣ ଗାଁ ୟୁ.ନ.11,0704014
Keonjhar,Keonjhar Sadar,ବଡ଼ ବିଲ(ଖ),0704124
Keonjhar,Keonjhar Sadar,ବଡ଼ ଡ଼େରା,0704027
Keonjhar,Keonjhar Sadar,ବଡ଼ପଶି,0704313
Keonjhar,Keonjhar Sadar,ବଡ଼ହଳ,0704018
Keonjhar,Keonjhar Sadar,ଭଗାବନ୍ଧ,0704099
Keonjhar,Keonjhar Sadar,ଭାଟୁଣିଆ,0704125
Keonjhar,Keonjhar Sadar,ଭାଲିଆଡ଼ିହି,0704202
Keonjhar,Keonjhar Sadar,ଭାଲୁକିପାତଳା ୟୁ.ନ. 6,0704009
Keonjhar,Keonjhar Sadar,ଭାଲୁପାହାଡୀ,0704063
Keonjhar,Keonjhar Sadar,ଭୋଦବାହାଳି,0704350
Keonjhar,Keonjhar Sadar,ମଇଦାନକେଲା,0704329
Keonjhar,Keonjhar Sadar,ମକୁନ୍ଦ ପୁର ୟୁ.ନ. 16,0704023
Keonjhar,Keonjhar Sadar,ମଙ୍ଗଳାପସି,0704074
Keonjhar,Keonjhar Sadar,ମଜୁରପସି,0704352
Keonjhar,Keonjhar Sadar,ମଣ୍ଡୁଆ,0704050
Keonjhar,Keonjhar Sadar,ମଥୁରାମଣ୍ଡୁଳି,0704191
Keonjhar,Keonjhar Sadar,ମଦରଙ୍ଗାଯୋଡ଼ି,0704164
Keonjhar,Keonjhar Sadar,ମନୋହରପୁର,0704152
Keonjhar,Keonjhar Sadar,ମନୋହରପୁର (ବଡ଼),0704324
Keonjhar,Keonjhar Sadar,ମହାଦେଇଯୋଡ଼ା,0704169
Keonjhar,Keonjhar Sadar,ମହାଦେବ ପୁର,0704155
Keonjhar,Keonjhar Sadar,ମହୁଲଡିହା,0704195
Keonjhar,Keonjhar Sadar,ମାଗୁରୁଗଡ଼ିଆ ସାମିଲ ସିରପୁର ୟୁ.ନ. 9,0704012
Keonjhar,Keonjhar Sadar,ମାଧପୁର ସାମିଲ ଭୈରବ ପୁର ୟୁ.ନ. 8,0704011
Keonjhar,Keonjhar Sadar,ମାଳିଗାଁ,0704179
Keonjhar,Keonjhar Sadar,ମୁକୁନା,0704158
Keonjhar,Keonjhar Sadar,ମୁକ୍ତାପୁର,0704054
Keonjhar,Keonjhar Sadar,ମୁରୁସୁଆଁ,0704085
Keonjhar,Keonjhar Sadar,ମୋଚିଗାଁ,0704180
Keonjhar,Keonjhar Sadar,ମୋଟିଟାଙ୍ଗର,0704032
