district,block,village_name,village_code
Cuttack,Cuttack Sadar,ଅଇନପୁର,0310054
Cuttack,Cuttack Sadar,ଅରଛିଲ,0310026
Cuttack,Cuttack Sadar,ଅରିଲୋ,0310016
Cuttack,Cuttack Sadar,ଅସଲାପୁର,0310091
Cuttack,Cuttack Sadar,ଆର୍ତ୍ତକ,0310096
Cuttack,Cuttack Sadar,ଇସାଣିବରହମପୁର,0310061
Cuttack,Cuttack Sadar,ଉତ୍ତରକୂଳ,0310065
Cuttack,Cuttack Sadar,ଉଦେପୁର,0310093
Cuttack,Cuttack Sadar,ଓରିକଣ୍ଟା,0310070
Cuttack,Cuttack Sadar,ଓଡ଼କିମିରା,0310090
Cuttack,Cuttack Sadar,ଓଡ଼ଖଣ୍ଡ,0310074
Cuttack,Cuttack Sadar,ଓଡ଼ପଡ଼ା,0310027
Cuttack,Cuttack Sadar,କଅଁପୁର,0310064
Cuttack,Cuttack Sadar,କମରପଦା,0310019
Cuttack,Cuttack Sadar,କଲରାବାଙ୍କ,0310045
Cuttack,Cuttack Sadar,କାଳିକାପୁର,0310104
Cuttack,Cuttack Sadar,କୁରୁଳି,0310101
Cuttack,Cuttack Sadar,କୁଳସମିତଙ୍ଗା,0310097
Cuttack,Cuttack Sadar,କେଶନଗର,0310001
Cuttack,Cuttack Sadar,କେଶପୁର,0310043
Cuttack,Cuttack Sadar,କୋଟୁଆଁ,0310025
Cuttack,Cuttack Sadar,କୋସିଦା,0310013
Cuttack,Cuttack Sadar,ଖେଣ୍ଟାଳୋ,0310062
Cuttack,Cuttack Sadar,ଗଙ୍ଗାପୁର,0310092
Cuttack,Cuttack Sadar,ଗୁଆଳି,0310108
Cuttack,Cuttack Sadar,ଗୋଠମିରା,0310111
Cuttack,Cuttack Sadar,ଚମ୍ପା,0310071
Cuttack,Cuttack Sadar,ଚାଞ୍ଚପଡା,0310007
Cuttack,Cuttack Sadar,ଜଗନ୍ନାଥପୁର,0310032
Cuttack,Cuttack Sadar,ଜାହାନପୁର,0310052
Cuttack,Cuttack Sadar,ତରତୋ,0310110
Cuttack,Cuttack Sadar,ତରିଲୋ,0310022
Cuttack,Cuttack Sadar,ତରଡ଼ାପଡ଼ା,0310031
Cuttack,Cuttack Sadar,ତେଲଦିଆ,0310024
Cuttack,Cuttack Sadar,ତୋଟାପଡ଼ା,0310095
Cuttack,Cuttack Sadar,ଥୋରିଆପଡ଼ା,0310044
Cuttack,Cuttack Sadar,ଦକ୍ଷିଣସାଇଲୋ,0310048
Cuttack,Cuttack Sadar,ଦୁଲପୁର,0310081
Cuttack,Cuttack Sadar,ଦୋନ୍ଦୋ,0310098
Cuttack,Cuttack Sadar,ଧରୀଣା,0310029
Cuttack,Cuttack Sadar,ଧାରୀବୀଲ,0310076
Cuttack,Cuttack Sadar,ନାନପୁର,0310039
Cuttack,Cuttack Sadar,ନାରଦାଗଉଡଗାଁ,0310037
Cuttack,Cuttack Sadar,ନୁଆଗାଁ,0310055
Cuttack,Cuttack Sadar,ନୂଆଗାଁ,0310017
Cuttack,Cuttack Sadar,ପରମାନନ୍ଦପୁର,0310051
Cuttack,Cuttack Sadar,ପାଇକସାହି,0310028
Cuttack,Cuttack Sadar,ପାଇକାଣ,0310040
Cuttack,Cuttack Sadar,ପାଟେଳିଗାଁ,0310087
Cuttack,Cuttack Sadar,ପାଣିମାଣ୍ଡୋ,0310088
Cuttack,Cuttack Sadar,ପାରାବିଲ,0310112
Cuttack,Cuttack Sadar,ପାରୀକୁସୁମଣ୍ଡଳ,0310080
Cuttack,Cuttack Sadar,ପୀଁପୁର,0310079
Cuttack,Cuttack Sadar,ପୁରୁଣାହାଟ,0310106
Cuttack,Cuttack Sadar,ପ୍ରହରାଜପୁର,0310030
Cuttack,Cuttack Sadar,ଫୁଲରା,0310035
Cuttack,Cuttack Sadar,ବରହମପୁର,0310050
Cuttack,Cuttack Sadar,ବରିମୁଣ୍ଡା,0310018
Cuttack,Cuttack Sadar,ବସ୍ତପଡା,0310020
Cuttack,Cuttack Sadar,ବାଙ୍କୋଳ,0310059
Cuttack,Cuttack Sadar,ବାବୁଜଙ୍ଗ,0310068
Cuttack,Cuttack Sadar,ବାରଦା,0310009
Cuttack,Cuttack Sadar,ବାରିମୁଳ,0310082
Cuttack,Cuttack Sadar,ବାଲିସୁକୁରୀ,0310010
Cuttack,Cuttack Sadar,ବିରିବନ୍ଧ,0310073
Cuttack,Cuttack Sadar,ବିଶ୍ଵନାଥପୁର,0310085
Cuttack,Cuttack Sadar,ବିଶ୍ଵାଳପଡ଼ା,0310004
Cuttack,Cuttack Sadar,ବୁରୁଡ଼ା,0310107
Cuttack,Cuttack Sadar,ବେଣୀପୁର,0310005
Cuttack,Cuttack Sadar,ବେଲେରା,0310102
Cuttack,Cuttack Sadar,ବୋଇଲୋ,0310103
Cuttack,Cuttack Sadar,ବୋଦର,0310056
Cuttack,Cuttack Sadar,ବୋଧଗାଁ,0310069
Cuttack,Cuttack Sadar,ବୋଧପୁର,0310041
Cuttack,Cuttack Sadar,ବ୍ରାହ୍ମଣଖଣ୍ଡ,0310063
Cuttack,Cuttack Sadar,ବ୍ରାହ୍ମଣଭୂଇଁ,0310058
Cuttack,Cuttack Sadar,ଭୁଇଁସାଇଲୋ,0310072
Cuttack,Cuttack Sadar,ଭୋଇପଡା,0310003
Cuttack,Cuttack Sadar,ମଙ୍ଗଦେଇପୁର,0310034
Cuttack,Cuttack Sadar,ମଣିଜଙ୍ଗ,0310075
Cuttack,Cuttack Sadar,ମଲିପୁର,0310042
Cuttack,Cuttack Sadar,ମହମଦପୁର,0310083
Cuttack,Cuttack Sadar,ମାଣପୁର,0310047
Cuttack,Cuttack Sadar,ମାହାଙ୍ଗାରଘୁନାଥପୁର,0310036
Cuttack,Cuttack Sadar,ମୁଗୁରିଆ,0310078
Cuttack,Cuttack Sadar,ମୁରୁକୁଣ୍ଡି,0310109
Cuttack,Cuttack Sadar,ମୁର୍ଗାକୁଳ,0310113
Cuttack,Cuttack Sadar,ମୁଳପଇଦା,0310038
Cuttack,Cuttack Sadar,ମେହେନ୍ଦିପୁର,0310066
Cuttack,Cuttack Sadar,ଯଶପଡ଼ା,0310012
Cuttack,Cuttack Sadar,ରଟିଲୋ,0310100
Cuttack,Cuttack Sadar,ରାଧାନଗର,0310057
Cuttack,Cuttack Sadar,ରାମକୁଅଁରପୁର,0310023
Cuttack,Cuttack Sadar,ରାମଚନ୍ଦ୍ରପୁର,0310006
Cuttack,Cuttack Sadar,ଶଗଡ଼ିପାଟଣା,0310008
Cuttack,Cuttack Sadar,ଶୀଉଳୀ,0310046
Cuttack,Cuttack Sadar,ସଙ୍ଗ୍ରାମପୁର,0310084
Cuttack,Cuttack Sadar,ସଫିପୁର,0310067
Cuttack,Cuttack Sadar,ସମପୁର,0310014
Cuttack,Cuttack Sadar,ସମିତଙ୍ଗା,0310086
Cuttack,Cuttack Sadar,ସାଇଁପରୁଆ,0310060
Cuttack,Cuttack Sadar,ସାଇଲୋ,0310089
Cuttack,Cuttack Sadar,ସାଧୁସାହି,0310053
Cuttack,Cuttack Sadar,ସାନସୋମପୁର,0310015
Cuttack,Cuttack Sadar,ସାନ୍ତରାପୁର,0310002
Cuttack,Cuttack Sadar,ସାରଡ଼ା,0310105
Cuttack,Cuttack Sadar,ସାହାସପୁର,0310077
Cuttack,Cuttack Sadar,ସିଂଘାଳ,0310021
Cuttack,Cuttack Sadar,ସିରିଲୋ,0310049
Cuttack,Cuttack Sadar,ସୁଗଲ,0310099
Cuttack,Cuttack Sadar,ସୁଧୁଖଣ୍ଡ,0310094
Cuttack,Cuttack Sadar,ହଂସଦିଆ,0310033
Cuttack,Cuttack Sadar,ହୁଲିପୁର,0310011
Ganjam,Rangeilunda,ଅନ୍ତରବାଟିଆ,0512122
Ganjam,Rangeilunda,ଆମ୍ବପୁର,0512006
Ganjam,Rangeilunda,ଆରୁଆପଲ୍ଲୀ,0512105
Ganjam,Rangeilunda,ଆଲ୍ଲିପୁର,0512128
Ganjam,Rangeilunda,ଆଶ୍ଵାସନାପୁର,0512108
Ganjam,Rangeilunda,ଇନ୍ଦ୍ରାକ୍ଷୀ,0512041
Ganjam,Rangeilunda,ଉଦୟପୁର,0512109
Ganjam,Rangeilunda,କଇଠପଲି,0512018
Ganjam,Rangeilunda,କଦରପଲି,0512110
Ganjam,Rangeilunda,କନିସି,0512009
Ganjam,Rangeilunda,କମଳାପୁର,0512111
Ganjam,Rangeilunda,କରାପଲ୍ଲି,0512123
Ganjam,Rangeilunda,କିର୍ତ୍ତୀପୁର,0512028
Ganjam,Rangeilunda,କୁଠାରସିଙ୍ଗ,0512083
Ganjam,Rangeilunda,କେଳୁଆପଲି,0512034
Ganjam,Rangeilunda,କୋଳଥିଗାଁ,0512030
Ganjam,Rangeilunda,କୋଷ୍ଟପାଟ,0512032
Ganjam,Rangeilunda,ଖଜୁରିଆ,0512091
Ganjam,Rangeilunda,ଗଉଞ୍ଜୁ,0512093
Ganjam,Rangeilunda,ଗୁଣୁପୁର,0512017
Ganjam,Rangeilunda,ଗୋପାଳପୁର,0512112
Ganjam,Rangeilunda,ଗୋବିନ୍ଦପୁର,0512003
Ganjam,Rangeilunda,ଗୋଳନ୍ଥରା,0512024
Ganjam,Rangeilunda,ଗୋଳାବନ୍ଧ,0512113
Ganjam,Rangeilunda,ଚାନ୍ଦପୁର,0512059
Ganjam,Rangeilunda,ଚିକରଡ଼ା,0512012
Ganjam,Rangeilunda,ଜଗନ୍ନାଥପୁର,0512087
Ganjam,Rangeilunda,ଝାଡ଼ାଙ୍କୁଲି,0512095
Ganjam,Rangeilunda,ତିଅର ପେଣ୍ଠ,0512031
Ganjam,Rangeilunda,ତୁଳୁ,0512040
Ganjam,Rangeilunda,ଥୋତଡ଼ାପଲି,0512026
Ganjam,Rangeilunda,ଦାସପୁର,0512035
Ganjam,Rangeilunda,ଦୁବପଲ୍ଲୀ,0512008
Ganjam,Rangeilunda,ଦୁମୁଦୁମି,0512033
Ganjam,Rangeilunda,ନାରାୟଣପୁର,0512114
Ganjam,Rangeilunda,ନିଳାଦ୍ରି ପଲ୍ଲି,0512115
Ganjam,Rangeilunda,ପଞ୍ଚମା,0512011
Ganjam,Rangeilunda,ପଥରା,0512107
Ganjam,Rangeilunda,ପଦ୍ମପୁର,0512013
Ganjam,Rangeilunda,ପଲ୍ଲିଗୁମୁଳା,0512098
Ganjam,Rangeilunda,ପାକନାଟି,0512116
Ganjam,Rangeilunda,ପାଲୁର,0512082
Ganjam,Rangeilunda,ପାଲୁର ହିଲ,0512079
Ganjam,Rangeilunda,ଫାସିନୁଆପଡ଼ା,0512037
Ganjam,Rangeilunda,ଫୁଲଟା,0512092
Ganjam,Rangeilunda,ବକ୍ସିପାଲି,0512117
Ganjam,Rangeilunda,ବାଦପୁର,0512124
Ganjam,Rangeilunda,ବିକ୍ରମପୁର,0512118
Ganjam,Rangeilunda,ବିଶ୍ରାମପୁର,0512119
Ganjam,Rangeilunda,ବିଶ୍ଵନାଥପୁର,0512085
Ganjam,Rangeilunda,ବୁରୁକୁଦି,0512088
Ganjam,Rangeilunda,ବେଲକୁଦି,0512016
Ganjam,Rangeilunda,ବ୍ରହ୍ମାପଲ୍ଲୀ,0512089
Ganjam,Rangeilunda,ବଡ଼କୁଶସ୍ଥଳି,0512099
Ganjam,Rangeilunda,ବଡ଼ଗୁମୁଳା,0512100
Ganjam,Rangeilunda,ବୟାଳି,0512080
Ganjam,Rangeilunda,ଭାବିନିପୁର,0512097
Ganjam,Rangeilunda,ଭାଲିଆଗଡ଼,0512025
Ganjam,Rangeilunda,ଭେଙ୍କଟରାୟପୁର,0512120
Ganjam,Rangeilunda,ମନସୁରକୋଟା,0512125
Ganjam,Rangeilunda,ମନ୍ତ୍ରିଡ଼ି,0512081
Ganjam,Rangeilunda,ମାଝିଗାଁ,0512019
Ganjam,Rangeilunda,ମାଣିକ୍ୟପୁର,0512027
Ganjam,Rangeilunda,ମାଣ୍ଡିଆପଲି,0512126
Ganjam,Rangeilunda,ମାନ୍ଦ୍ରାଜପୁର,0512042
Ganjam,Rangeilunda,ମାର୍କଣ୍ଡି,0512039
Ganjam,Rangeilunda,ମିଶ୍ରପଲ୍ଲୀ,0512094
Ganjam,Rangeilunda,ରଙ୍ଗିପୁର,0512002
Ganjam,Rangeilunda,ରଙ୍ଗେଇଲୁଣ୍ଡା,0512127
Ganjam,Rangeilunda,ରଣ୍ଢା,0512010
Ganjam,Rangeilunda,ରାମଚନ୍ଦ୍ରପୁର,0512104
Ganjam,Rangeilunda,ରାଳଭ,0512005
Ganjam,Rangeilunda,ଲଉଡ଼ିଗାଁ,0512029
Ganjam,Rangeilunda,ଲୁହାଝର,0512101
Ganjam,Rangeilunda,ଶାସନପଦର,0512015
Ganjam,Rangeilunda,ଶିତଳାପଲ୍ଲୀ,0512102
Ganjam,Rangeilunda,ଷୋଳବନ୍ଧା,0512036
Ganjam,Rangeilunda,ସାଗରପୁର,0512129
Ganjam,Rangeilunda,ସାତକୁଟୁଣି,0512096
Ganjam,Rangeilunda,ସାନକୁଶସ୍ଥଳି,0512103
Ganjam,Rangeilunda,ସାନ ଖଜୁରିଆ,0512090
Ganjam,Rangeilunda,ସୁନାଦେଇ,0512066
Ganjam,Rangeilunda,ହନ୍ତୁଳୁ,0512038
Ganjam,Rangeilunda,ହରଡ଼ଙ୍ଗ,0512084
Ganjam,Rangeilunda,ହଳଦିଆ ପଦର,0512001
Ganjam,Rangeilunda,ହାତିପାଦ,0512121
Ganjam,Rangeilunda,ହିଞ୍ଜଳାପଲ୍ଲୀ,0512014
Ganjam,Rangeilunda,ଡ଼ୁରା,0512106
Ganjam,Rangeilunda,ଢ଼େପନୂଆପଡ଼ା,0512043
Ganjam,Rangeilunda,ଅଳକାପୁର,0502098
Ganjam,Rangeilunda,ଆଙ୍କୁଲି,0502113
Ganjam,Rangeilunda,ଆମ୍ବପୁଆ,0502118
Ganjam,Rangeilunda,ଉତ୍ତରେଶ୍ଵର,0502105
Ganjam,Rangeilunda,ଉମାପୁରୀ,0502107
Ganjam,Rangeilunda,କଳାପୁରୀ,0502096
Ganjam,Rangeilunda,ଖଡ଼ାସିଙ୍ଗି,0502114
Ganjam,Rangeilunda,ଗୋଇଲୁଣ୍ଡି,0502095
Ganjam,Rangeilunda,ଗୋପବଂନ୍ଧୁ ନଗର,0502104
Ganjam,Rangeilunda,ଗୋରାଚାନ୍ଦ ପୁର,0502102
Ganjam,Rangeilunda,ଗୋଷାଣି ନୁଆଗାଁ,0502106
Ganjam,Rangeilunda,ନରସିଂହପୁର,0502083
Ganjam,Rangeilunda,ନିଳକଣ୍ଠପୁର,0502099
Ganjam,Rangeilunda,ପରମହଂସପୁର,0502101
Ganjam,Rangeilunda,ପାନକଲାପଲ୍ଲି,0502112
Ganjam,Rangeilunda,ପୁରୁଣା ବ୍ରହ୍ମପୁର,0502088
Ganjam,Rangeilunda,ବିଜିପୁର,0502100
Ganjam,Rangeilunda,ବୈଦ୍ୟନାଥପୁର,0502094
Ganjam,Rangeilunda,ବ୍ରହ୍ମପୁର,0502089
Ganjam,Rangeilunda,ବଡ଼ବଜାର,0502085
Ganjam,Rangeilunda,ଭାପୁର,0502097
Ganjam,Rangeilunda,ମଧୁସୂଦନପୁର,0502084
Ganjam,Rangeilunda,ମର୍ଦ୍ଦରାଜପୁର,0502110
Ganjam,Rangeilunda,ମହାମାୟୀପୁର,0502090
Ganjam,Rangeilunda,ମାଧବପୁର,0502091
Ganjam,Rangeilunda,ରାଜେନ୍ଦ୍ରପୁର,0502093
Ganjam,Rangeilunda,ରାଧାନାଥପୁର,0502103
Ganjam,Rangeilunda,ଲାଞ୍ଜିପଲ୍ଲି,0502108
Ganjam,Rangeilunda,ଶଙ୍କରପୁର,0502086
Ganjam,Rangeilunda,ଶଶୀଭୂଷଣପୁର,0502087
Ganjam,Rangeilunda,ସତ୍ୟନାରାୟଣପୁର,0502092
Ganjam,Rangeilunda,ସୁନ୍ଦରରାଜପୁର,0502109
Ganjam,Rangeilunda,ସୁବାସପୁର,0502111
Ganjam,Rangeilunda,ହରିଡ଼ା ଖଣ୍ଡି,0502082
Baragarh,Bheden,ଅଇଁଳା ପାଲି,1506005
Baragarh,Bheden,ଅଛାଣ୍ଡ ପାଲି,1506019
Baragarh,Bheden,ଅପାମରା,1506053
Baragarh,Bheden,ଅମଲିପାଲି,1506093
Baragarh,Bheden,ଅରାଇଗୁଡ଼ି,1506062
Baragarh,Bheden,ଅର୍ଜୁଣ୍ଡା,1506043
Baragarh,Bheden,ଇଛାପଦର,1506067
Baragarh,Bheden,ଇଛାପୁର,1506083
Baragarh,Bheden,ଉଦେପୁର,1506074
Baragarh,Bheden,କଟାପାଲି,1506065
Baragarh,Bheden,କଦଳୀ ପାଲି,1506045
Baragarh,Bheden,କମଗାଁ,1506079
Baragarh,Bheden,କୁଦପାଲି,1506092
Baragarh,Bheden,କୁଦୋପାଲି,1506086
Baragarh,Bheden,କୁବେଡ଼େଗା,1506095
Baragarh,Bheden,କୁ଼ଶନ ପୁର଼ି,1506047
Baragarh,Bheden,କେଶରୀ ପାଲି,1506028
Baragarh,Bheden,ଖଗସି ପାଲି,1506004
Baragarh,Bheden,ଖାଉପାଲି,1506049
Baragarh,Bheden,ଗଣ୍ଠିଆପାଲି,1506087
Baragarh,Bheden,ଗଣ୍ଡ ତୁରୁମ,1506031
Baragarh,Bheden,ଗର୍ଭଣା,1506077
Baragarh,Bheden,ଗଳିମା,1506080
Baragarh,Bheden,ଗୁଦୁରା ମୁଣ୍ଡା,1506016
Baragarh,Bheden,ଗୁରୁପାଲି,1506064
Baragarh,Bheden,ଘିଚାପାଲି,1506025
Baragarh,Bheden,ଚିଚିଣ୍ଡା,1506052
Baragarh,Bheden,ଛାଲୁକୁଲୁଣ୍ଡା,1506096
Baragarh,Bheden,ଜାଣ୍ଡୋଲ,1506094
Baragarh,Bheden,ଜାମପାଲି,1506026
Baragarh,Bheden,ଜାମପାଲି,1506018
Baragarh,Bheden,ଝରାପାଲି,1506056
Baragarh,Bheden,ଟାଙ୍ଗରପାଲି,1506058
Baragarh,Bheden,ଟିହିକି ପାଲି,1506030
Baragarh,Bheden,ଡୁଙ୍ଗୁରୀ ପାଲି,1506042
Baragarh,Bheden,ତାଲମେଣ୍ଡା,1506002
Baragarh,Bheden,ଥୁଆପାଲି,1506039
Baragarh,Bheden,ଦେକୁଲବା,1506001
Baragarh,Bheden,ଦେଶକୁମ୍ଭାରୀ,1506073
Baragarh,Bheden,ଦେଶପର୍ଥଲା,1506076
Baragarh,Bheden,ଦେଶଭଟଲି,1506068
Baragarh,Bheden,ଧାତୁକପାଲି,1506078
Baragarh,Bheden,ଧୁବେନପାଲି,1506066
Baragarh,Bheden,ନିଧାନ ପାଲି,1506050
Baragarh,Bheden,ନିମ୍ବଛୋଡ଼,1506071
Baragarh,Bheden,ପଣ୍ଡକିପାଲି,1506060
Baragarh,Bheden,ପଧାନ ପାଲି,1506011
Baragarh,Bheden,ପପଙ୍ଗା,1506084
Baragarh,Bheden,ପାଙ୍କେଲ ଦାଦର,1506017
Baragarh,Bheden,ପିପିଲି ପାଲି,1506003
Baragarh,Bheden,ପୁଡ଼ାପାଲି,1506015
Baragarh,Bheden,ପୋତ ତାଲଗାଁ,1506006
Baragarh,Bheden,ବଏପୁର,1506081
Baragarh,Bheden,ବକ୍ଟି,1506054
Baragarh,Bheden,ବରଗାଁ,1506007
Baragarh,Bheden,ବରପଦର,1506012
Baragarh,Bheden,ବସେକେଲା,1506063
Baragarh,Bheden,ବାଞ୍ଜିପାଲି,1506044
Baragarh,Bheden,ବାନିପାଲି,1506075
Baragarh,Bheden,ବାଲିକୁଲୁଣ୍ଡା,1506069
Baragarh,Bheden,ବୁଦେଲ ବାହାଲ,1506036
Baragarh,Bheden,ବୁର୍ଦ୍ଦା,1506048
Baragarh,Bheden,ବ୍ରାହ୍ମଣ ତୁରୁମ,1506029
Baragarh,Bheden,ବଡ଼ ପିପିଲିପାଲି,1506085
Baragarh,Bheden,ଭାଙ୍ଗକୁଦ,1506035
Baragarh,Bheden,ଭାଲୁପାଲି,1506022
Baragarh,Bheden,ଭୁତଲୋଡ଼,1506027
Baragarh,Bheden,ଭୁଥାପାଲି,1506023
Baragarh,Bheden,ଭେଡ଼େନ,1506091
Baragarh,Bheden,ଭୋଇପାଲି,1506041
Baragarh,Bheden,ମହଲେ,1506082
Baragarh,Bheden,ମହୁଲ ପାଲି,1506032
Baragarh,Bheden,ମହୁଲପାଲି,1506040
Baragarh,Bheden,ମାନପୁର,1506061
Baragarh,Bheden,ମେହେନା,1506033
Baragarh,Bheden,ଯୋଗିପାଲି,1506024
Baragarh,Bheden,ରିଝେଲପାଲି,1506088
Baragarh,Bheden,ରିସାମୁଣ୍ଡା,1506090
Baragarh,Bheden,ରୁଷୁଡ଼ା,1506020
Baragarh,Bheden,ରୂପାପାଲି,1506051
Baragarh,Bheden,ରେମଣ୍ଡା,1506038
Baragarh,Bheden,ରେସମ,1506010
Baragarh,Bheden,ଲୁପୁର ସିଂହା,1506046
Baragarh,Bheden,ଲୋଇସିରା,1506059
Baragarh,Bheden,ଲୋହାଖଣ୍ଡି,1506013
Baragarh,Bheden,ଶାଲନା,1506072
Baragarh,Bheden,ସକ୍ରିଂଡା,1506055
Baragarh,Bheden,ସାରସ ପାଲି,1506037
Baragarh,Bheden,ସାରସପାଲି,1506057
Baragarh,Bheden,ସାଲ୍ଲେପାଲି,1506008
Baragarh,Bheden,ସିଂହନ ପାଲି,1506009
Baragarh,Bheden,ସିଆଲ ଖଣ୍ଡହତା,1506034
Baragarh,Bheden,ସୁନାଲରମ୍ଭା,1506089
Baragarh,Bheden,ହାଟଗାଁ,1506021
Baragarh,Bheden,ହିରୋମୁଣ୍ଡା,1506014
Baragarh,Bheden,ଡ଼ାଳବ,1506070
Sundargarh,Kuanrmunda,ଉଷୁରା,1303070
Sundargarh,Kuanrmunda,କଚାରୁ,1303097
Sundargarh,Kuanrmunda,କନ୍ଦା ଗାଡ଼ା,1303111
Sundargarh,Kuanrmunda,କରମା ବାହାଲ,1303100
Sundargarh,Kuanrmunda,କରଲା ବୁଡ଼ି,1303075
Sundargarh,Kuanrmunda,କାରି ଛାପଲ,1303103
Sundargarh,Kuanrmunda,କାଲୋ ସିହିରିଆ,1303068
Sundargarh,Kuanrmunda,କୁଆଁର ମୁଣ୍ଡା,1303055
Sundargarh,Kuanrmunda,କୁଇନାର ଗଡ଼ା,1303088
Sundargarh,Kuanrmunda,କୁଦାବେଡ଼ା,1303087
Sundargarh,Kuanrmunda,କୁମ୍ଭ ଝରିଆ,1303081
Sundargarh,Kuanrmunda,ଖୁକୁଣ୍ଡି ବାହାଲ,1303073
Sundargarh,Kuanrmunda,ଖେରାପୋଷ,1303078
Sundargarh,Kuanrmunda,ଗୋବରା,1303080
Sundargarh,Kuanrmunda,ଚଇନ ପୁର,1303105
Sundargarh,Kuanrmunda,ଚାଡ୍ରି ହରିହର ପୁର,1303065
Sundargarh,Kuanrmunda,ଚାନ୍ଧିପୋଷ,1303072
Sundargarh,Kuanrmunda,ଜଗଦିଶ ପୁର,1303071
Sundargarh,Kuanrmunda,ଜମୁନା ନାକି,1303057
Sundargarh,Kuanrmunda,ଝାରବେଡ଼ା,1303099
Sundargarh,Kuanrmunda,ଝିଟିକି ଅରା,1303090
Sundargarh,Kuanrmunda,ଟାଙ୍ଗରାଣୀ,1303098
Sundargarh,Kuanrmunda,ଠେଲି ବାହାଲ,1303086
Sundargarh,Kuanrmunda,ଡୁମେର ଯୋର,1303076
Sundargarh,Kuanrmunda,ତେଲିପୋଷ,1303063
Sundargarh,Kuanrmunda,ଦୁମାଙ୍ଗ ଦିରି,1303094
Sundargarh,Kuanrmunda,ଦୁମୁକି ସିହିରିଆ,1303067
Sundargarh,Kuanrmunda,ପଟୁଆ ବାହାଲ,1303084
Sundargarh,Kuanrmunda,ପଦ୍ମପୁର,1303060
Sundargarh,Kuanrmunda,ପସରା,1303102
Sundargarh,Kuanrmunda,ପୁଟୁରୀ ଖମଣ,1303095
Sundargarh,Kuanrmunda,ବଘିଆ ଯୋର,1303085
Sundargarh,Kuanrmunda,ବାନୀଗୁନୀ,1303074
Sundargarh,Kuanrmunda,ବାର୍ତ୍ତା ଘୁଟୁ,1303066
Sundargarh,Kuanrmunda,ବିଜା ବାହାଲ,1303083
Sundargarh,Kuanrmunda,ବିଜୁବନ୍ଧ,1303104
Sundargarh,Kuanrmunda,ବେସର ପଡ଼ା,1303089
Sundargarh,Kuanrmunda,ଭଦରପୁର,1303092
Sundargarh,Kuanrmunda,ମନ୍ଦାରିଆ,1303077
Sundargarh,Kuanrmunda,ରତା ଖଣ୍ଡି,1303079
Sundargarh,Kuanrmunda,ରାଇ ଛାପଲ,1303096
Sundargarh,Kuanrmunda,ରାମପୁର,1303110
Sundargarh,Kuanrmunda,ରେଓଁ,1303101
Sundargarh,Kuanrmunda,ଲାଞ୍ଜି ବେର୍ଣ୍ଣା,1303058
Sundargarh,Kuanrmunda,ଲାଲ ବିରଙ୍ଗା,1303059
Sundargarh,Kuanrmunda,ଲାସେ,1303082
Sundargarh,Kuanrmunda,ଲୁଚା ବାହାଲ,1303107
Sundargarh,Kuanrmunda,ଲୋଡ଼ସରା,1303056
Sundargarh,Kuanrmunda,ଶିଆଳି ଯୋର,1303108
Sundargarh,Kuanrmunda,ସରଣ୍ଡା ପୋଷ,1303064
Sundargarh,Kuanrmunda,ସରଣ୍ଡା ମାଳ,1303061
Sundargarh,Kuanrmunda,ସାଗାବେଡ଼ା,1303091
Sundargarh,Kuanrmunda,ସାନ କର୍ଲା,1303093
Sundargarh,Kuanrmunda,ସାନ କାଲୋ ସିହିରିଆ,1303069
Sundargarh,Kuanrmunda,ସାନ ଦଲକି,1303106
Sundargarh,Kuanrmunda,ସୁଖା ବନ୍ଧ,1303062
Sundargarh,Kuanrmunda,ହରପାଲି,1303109
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ1 ପ୍ର ପା,1309112
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ10 ସେନ14,1309121
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ11 ସେ ନ9,1309122
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ12 ସେ ନ8,1309123
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ13 ସେ ନ7,1309124
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ14 ସେନ15,1309125
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ15 ସେନ17,1309126
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ16 ସେନ16,1309127
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ17 ହ,1309128
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ18 ସେନ18,1309129
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ19 ସେନ6,1309130
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ2 ବା,1309113
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ20 ସେ ନ5,1309131
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ21 ସେ ନ4,1309132
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ22 ସେ ନ3,1309133
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ23 ସେନ19,1309134
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ24 ସେନ20,1309135
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ25 ସେ ନ2,1309136
Sundargarh,Kuanrmunda,ରା ଟା ୟୁ ନ26 ସେ ନ1,1309137
